id,Var.1,week,value,year,mxtemp,mntemp,rain,soilmstre,relhum,mntemp_lag0,mntemp_lag1,mntemp_lag2,mntemp_lag3,mntemp_lag4,mntemp_lag5,mntemp_lag6,mntemp_lag7,mntemp_lag8,mntemp_lag9,rain_lag0,rain_lag1,rain_lag2,rain_lag3,rain_lag4,rain_lag5,rain_lag6,rain_lag7,rain_lag8,rain_lag9,mxtemp_lag0,mxtemp_lag1,mxtemp_lag2,mxtemp_lag3,mxtemp_lag4,mxtemp_lag5,mxtemp_lag6,mxtemp_lag7,mxtemp_lag8,mxtemp_lag9,soil_mstre_lag0,soil_mstre_lag1,soil_mstre_lag2,soil_mstre_lag3,soil_mstre_lag4,soil_mstre_lag5,soil_mstre_lag6,soil_mstre_lag7,soil_mstre_lag8,soil_mstre_lag9,rel_hum_lag0,rel_hum_lag1,rel_hum_lag2,rel_hum_lag3,rel_hum_lag4,rel_hum_lag5,rel_hum_lag6,rel_hum_lag7,rel_hum_lag8,rel_hum_lag9
11,X2010.10,11,0,2010,28.14787068,14.47294187,1.323364486,10.77706185,83.2735067,14.47294187,15.09610734,13.86285452,11.8592027,11.79165553,9.725488906,9.757068534,9.738436248,9.675799974,8.563607703,1.323364486,8.488785047,52.69626168,11.00280374,2.568224299,0,0,0,0,0,28.14787068,26.66119839,24.49489535,24.8447586,24.2831933,24.27164707,23.45927317,24.97598508,22.86391152,21.88295932,10.77706185,14.50227534,10.26852091,5.603532646,4.040855424,1.790968957,1.189525975,2.450740376,4.467061817,4.05606511,83.2735067,87.85075605,88.1852462,84.39240655,87.03443899,79.2533901,83.78462397,71.75638358,75.32595631,82.42471971
12,X2010.11,12,0,2010,28.66262289,16.18850893,53.26915888,16.24919825,85.65063418,16.18850893,14.47294187,15.09610734,13.86285452,11.8592027,11.79165553,9.725488906,9.757068534,9.738436248,9.675799974,53.26915888,1.323364486,8.488785047,52.69626168,11.00280374,2.568224299,0,0,0,0,28.66262289,28.14787068,26.66119839,24.49489535,24.8447586,24.2831933,24.27164707,23.45927317,24.97598508,22.86391152,16.24919825,10.77706185,14.50227534,10.26852091,5.603532646,4.040855424,1.790968957,1.189525975,2.450740376,4.467061817,85.65063418,83.2735067,87.85075605,88.1852462,84.39240655,87.03443899,79.2533901,83.78462397,71.75638358,75.32595631
13,X2010.12,13,0,2010,22.99028048,16.27656393,118.8570093,25.94840735,94.25477962,16.27656393,16.18850893,14.47294187,15.09610734,13.86285452,11.8592027,11.79165553,9.725488906,9.757068534,9.738436248,118.8570093,53.26915888,1.323364486,8.488785047,52.69626168,11.00280374,2.568224299,0,0,0,22.99028048,28.66262289,28.14787068,26.66119839,24.49489535,24.8447586,24.2831933,24.27164707,23.45927317,24.97598508,25.94840735,16.24919825,10.77706185,14.50227534,10.26852091,5.603532646,4.040855424,1.790968957,1.189525975,2.450740376,94.25477962,85.65063418,83.2735067,87.85075605,88.1852462,84.39240655,87.03443899,79.2533901,83.78462397,71.75638358
14,X2010.13,14,0,2010,27.42065779,17.89990905,61.50934579,26.40760368,88.61901646,17.89990905,16.27656393,16.18850893,14.47294187,15.09610734,13.86285452,11.8592027,11.79165553,9.725488906,9.757068534,61.50934579,118.8570093,53.26915888,1.323364486,8.488785047,52.69626168,11.00280374,2.568224299,0,0,27.42065779,22.99028048,28.66262289,28.14787068,26.66119839,24.49489535,24.8447586,24.2831933,24.27164707,23.45927317,26.40760368,25.94840735,16.24919825,10.77706185,14.50227534,10.26852091,5.603532646,4.040855424,1.790968957,1.189525975,88.61901646,94.25477962,85.65063418,83.2735067,87.85075605,88.1852462,84.39240655,87.03443899,79.2533901,83.78462397
15,X2010.14,15,0,2010,27.19607261,19.20861657,42.41121495,26.03713467,90.38819538,19.20861657,17.89990905,16.27656393,16.18850893,14.47294187,15.09610734,13.86285452,11.8592027,11.79165553,9.725488906,42.41121495,61.50934579,118.8570093,53.26915888,1.323364486,8.488785047,52.69626168,11.00280374,2.568224299,0,27.19607261,27.42065779,22.99028048,28.66262289,28.14787068,26.66119839,24.49489535,24.8447586,24.2831933,24.27164707,26.03713467,26.40760368,25.94840735,16.24919825,10.77706185,14.50227534,10.26852091,5.603532646,4.040855424,1.790968957,90.38819538,88.61901646,94.25477962,85.65063418,83.2735067,87.85075605,88.1852462,84.39240655,87.03443899,79.2533901
16,X2010.15,16,0,2010,25.17762165,18.84749369,149.7663551,30.88654714,92.24151865,18.84749369,19.20861657,17.89990905,16.27656393,16.18850893,14.47294187,15.09610734,13.86285452,11.8592027,11.79165553,149.7663551,42.41121495,61.50934579,118.8570093,53.26915888,1.323364486,8.488785047,52.69626168,11.00280374,2.568224299,25.17762165,27.19607261,27.42065779,22.99028048,28.66262289,28.14787068,26.66119839,24.49489535,24.8447586,24.2831933,30.88654714,26.03713467,26.40760368,25.94840735,16.24919825,10.77706185,14.50227534,10.26852091,5.603532646,4.040855424,92.24151865,90.38819538,88.61901646,94.25477962,85.65063418,83.2735067,87.85075605,88.1852462,84.39240655,87.03443899
17,X2010.16,17,0,2010,25.57284581,17.878487,198.3794393,33.29971014,87.24239573,17.878487,18.84749369,19.20861657,17.89990905,16.27656393,16.18850893,14.47294187,15.09610734,13.86285452,11.8592027,198.3794393,149.7663551,42.41121495,61.50934579,118.8570093,53.26915888,1.323364486,8.488785047,52.69626168,11.00280374,25.57284581,25.17762165,27.19607261,27.42065779,22.99028048,28.66262289,28.14787068,26.66119839,24.49489535,24.8447586,33.29971014,30.88654714,26.03713467,26.40760368,25.94840735,16.24919825,10.77706185,14.50227534,10.26852091,5.603532646,87.24239573,92.24151865,90.38819538,88.61901646,94.25477962,85.65063418,83.2735067,87.85075605,88.1852462,84.39240655
18,X2010.17,18,0,2010,28.20438299,19.87707733,58.25233645,33.37925987,90.30899891,19.87707733,17.878487,18.84749369,19.20861657,17.89990905,16.27656393,16.18850893,14.47294187,15.09610734,13.86285452,58.25233645,198.3794393,149.7663551,42.41121495,61.50934579,118.8570093,53.26915888,1.323364486,8.488785047,52.69626168,28.20438299,25.57284581,25.17762165,27.19607261,27.42065779,22.99028048,28.66262289,28.14787068,26.66119839,24.49489535,33.37925987,33.29971014,30.88654714,26.03713467,26.40760368,25.94840735,16.24919825,10.77706185,14.50227534,10.26852091,90.30899891,87.24239573,92.24151865,90.38819538,88.61901646,94.25477962,85.65063418,83.2735067,87.85075605,88.1852462
19,X2010.18,19,0,2010,26.6373978,20.22961571,129.8934579,40.1438744,93.31862197,20.22961571,19.87707733,17.878487,18.84749369,19.20861657,17.89990905,16.27656393,16.18850893,14.47294187,15.09610734,129.8934579,58.25233645,198.3794393,149.7663551,42.41121495,61.50934579,118.8570093,53.26915888,1.323364486,8.488785047,26.6373978,28.20438299,25.57284581,25.17762165,27.19607261,27.42065779,22.99028048,28.66262289,28.14787068,26.66119839,40.1438744,33.37925987,33.29971014,30.88654714,26.03713467,26.40760368,25.94840735,16.24919825,10.77706185,14.50227534,93.31862197,90.30899891,87.24239573,92.24151865,90.38819538,88.61901646,94.25477962,85.65063418,83.2735067,87.85075605
20,X2010.19,20,0,2010,27.12185263,19.83136621,136.3261682,39.10170936,92.81280886,19.83136621,20.22961571,19.87707733,17.878487,18.84749369,19.20861657,17.89990905,16.27656393,16.18850893,14.47294187,136.3261682,129.8934579,58.25233645,198.3794393,149.7663551,42.41121495,61.50934579,118.8570093,53.26915888,1.323364486,27.12185263,26.6373978,28.20438299,25.57284581,25.17762165,27.19607261,27.42065779,22.99028048,28.66262289,28.14787068,39.10170936,40.1438744,33.37925987,33.29971014,30.88654714,26.03713467,26.40760368,25.94840735,16.24919825,10.77706185,92.81280886,93.31862197,90.30899891,87.24239573,92.24151865,90.38819538,88.61901646,94.25477962,85.65063418,83.2735067
21,X2010.20,21,0,2010,27.29926346,21.06357027,64.87663551,36.97877313,90.70803556,21.06357027,19.83136621,20.22961571,19.87707733,17.878487,18.84749369,19.20861657,17.89990905,16.27656393,16.18850893,64.87663551,136.3261682,129.8934579,58.25233645,198.3794393,149.7663551,42.41121495,61.50934579,118.8570093,53.26915888,27.29926346,27.12185263,26.6373978,28.20438299,25.57284581,25.17762165,27.19607261,27.42065779,22.99028048,28.66262289,36.97877313,39.10170936,40.1438744,33.37925987,33.29971014,30.88654714,26.03713467,26.40760368,25.94840735,16.24919825,90.70803556,92.81280886,93.31862197,90.30899891,87.24239573,92.24151865,90.38819538,88.61901646,94.25477962,85.65063418
22,X2010.21,22,0,2010,28.10793941,20.55178679,87.13411215,44.05929761,92.17002581,20.55178679,21.06357027,19.83136621,20.22961571,19.87707733,17.878487,18.84749369,19.20861657,17.89990905,16.27656393,87.13411215,64.87663551,136.3261682,129.8934579,58.25233645,198.3794393,149.7663551,42.41121495,61.50934579,118.8570093,28.10793941,27.29926346,27.12185263,26.6373978,28.20438299,25.57284581,25.17762165,27.19607261,27.42065779,22.99028048,44.05929761,36.97877313,39.10170936,40.1438744,33.37925987,33.29971014,30.88654714,26.03713467,26.40760368,25.94840735,92.17002581,90.70803556,92.81280886,93.31862197,90.30899891,87.24239573,92.24151865,90.38819538,88.61901646,94.25477962
23,X2010.22,23,0,2010,25.85490694,20.71305248,153.8434579,51.36817093,95.6713211,20.71305248,20.55178679,21.06357027,19.83136621,20.22961571,19.87707733,17.878487,18.84749369,19.20861657,17.89990905,153.8434579,87.13411215,64.87663551,136.3261682,129.8934579,58.25233645,198.3794393,149.7663551,42.41121495,61.50934579,25.85490694,28.10793941,27.29926346,27.12185263,26.6373978,28.20438299,25.57284581,25.17762165,27.19607261,27.42065779,51.36817093,44.05929761,36.97877313,39.10170936,40.1438744,33.37925987,33.29971014,30.88654714,26.03713467,26.40760368,95.6713211,92.17002581,90.70803556,92.81280886,93.31862197,90.30899891,87.24239573,92.24151865,90.38819538,88.61901646
24,X2010.23,24,0,2010,29.88693891,22.37488316,63.28551402,48.36843649,93.99202026,22.37488316,20.71305248,20.55178679,21.06357027,19.83136621,20.22961571,19.87707733,17.878487,18.84749369,19.20861657,63.28551402,153.8434579,87.13411215,64.87663551,136.3261682,129.8934579,58.25233645,198.3794393,149.7663551,42.41121495,29.88693891,25.85490694,28.10793941,27.29926346,27.12185263,26.6373978,28.20438299,25.57284581,25.17762165,27.19607261,48.36843649,51.36817093,44.05929761,36.97877313,39.10170936,40.1438744,33.37925987,33.29971014,30.88654714,26.03713467,93.99202026,95.6713211,92.17002581,90.70803556,92.81280886,93.31862197,90.30899891,87.24239573,92.24151865,90.38819538
25,X2010.24,25,0,2010,29.57383018,22.78436903,120.3668224,53.8219954,95.12550831,22.78436903,22.37488316,20.71305248,20.55178679,21.06357027,19.83136621,20.22961571,19.87707733,17.878487,18.84749369,120.3668224,63.28551402,153.8434579,87.13411215,64.87663551,136.3261682,129.8934579,58.25233645,198.3794393,149.7663551,29.57383018,29.88693891,25.85490694,28.10793941,27.29926346,27.12185263,26.6373978,28.20438299,25.57284581,25.17762165,53.8219954,48.36843649,51.36817093,44.05929761,36.97877313,39.10170936,40.1438744,33.37925987,33.29971014,30.88654714,95.12550831,93.99202026,95.6713211,92.17002581,90.70803556,92.81280886,93.31862197,90.30899891,87.24239573,92.24151865
26,X2010.25,26,0,2010,28.80378368,22.83114919,105.482243,58.67457682,95.32631847,22.83114919,22.78436903,22.37488316,20.71305248,20.55178679,21.06357027,19.83136621,20.22961571,19.87707733,17.878487,105.482243,120.3668224,63.28551402,153.8434579,87.13411215,64.87663551,136.3261682,129.8934579,58.25233645,198.3794393,28.80378368,29.57383018,29.88693891,25.85490694,28.10793941,27.29926346,27.12185263,26.6373978,28.20438299,25.57284581,58.67457682,53.8219954,48.36843649,51.36817093,44.05929761,36.97877313,39.10170936,40.1438744,33.37925987,33.29971014,95.32631847,95.12550831,93.99202026,95.6713211,92.17002581,90.70803556,92.81280886,93.31862197,90.30899891,87.24239573
27,X2010.26,27,0,2010,29.828417,23.00002152,106.9471963,55.31206153,94.59962785,23.00002152,22.83114919,22.78436903,22.37488316,20.71305248,20.55178679,21.06357027,19.83136621,20.22961571,19.87707733,106.9471963,105.482243,120.3668224,63.28551402,153.8434579,87.13411215,64.87663551,136.3261682,129.8934579,58.25233645,29.828417,28.80378368,29.57383018,29.88693891,25.85490694,28.10793941,27.29926346,27.12185263,26.6373978,28.20438299,55.31206153,58.67457682,53.8219954,48.36843649,51.36817093,44.05929761,36.97877313,39.10170936,40.1438744,33.37925987,94.59962785,95.32631847,95.12550831,93.99202026,95.6713211,92.17002581,90.70803556,92.81280886,93.31862197,90.30899891
28,X2010.27,28,0,2010,29.6451966,23.13523424,95.85373832,58.5479461,94.67214562,23.13523424,23.00002152,22.83114919,22.78436903,22.37488316,20.71305248,20.55178679,21.06357027,19.83136621,20.22961571,95.85373832,106.9471963,105.482243,120.3668224,63.28551402,153.8434579,87.13411215,64.87663551,136.3261682,129.8934579,29.6451966,29.828417,28.80378368,29.57383018,29.88693891,25.85490694,28.10793941,27.29926346,27.12185263,26.6373978,58.5479461,55.31206153,58.67457682,53.8219954,48.36843649,51.36817093,44.05929761,36.97877313,39.10170936,40.1438744,94.67214562,94.59962785,95.32631847,95.12550831,93.99202026,95.6713211,92.17002581,90.70803556,92.81280886,93.31862197
29,X2010.28,29,0,2010,28.38584484,22.90913154,147.6042056,61.40412699,95.82189129,22.90913154,23.13523424,23.00002152,22.83114919,22.78436903,22.37488316,20.71305248,20.55178679,21.06357027,19.83136621,147.6042056,95.85373832,106.9471963,105.482243,120.3668224,63.28551402,153.8434579,87.13411215,64.87663551,136.3261682,28.38584484,29.6451966,29.828417,28.80378368,29.57383018,29.88693891,25.85490694,28.10793941,27.29926346,27.12185263,61.40412699,58.5479461,55.31206153,58.67457682,53.8219954,48.36843649,51.36817093,44.05929761,36.97877313,39.10170936,95.82189129,94.67214562,94.59962785,95.32631847,95.12550831,93.99202026,95.6713211,92.17002581,90.70803556,92.81280886
30,X2010.29,30,0,2010,30.422272,23.38309579,53.81588785,51.0907329,91.69850617,23.38309579,22.90913154,23.13523424,23.00002152,22.83114919,22.78436903,22.37488316,20.71305248,20.55178679,21.06357027,53.81588785,147.6042056,95.85373832,106.9471963,105.482243,120.3668224,63.28551402,153.8434579,87.13411215,64.87663551,30.422272,28.38584484,29.6451966,29.828417,28.80378368,29.57383018,29.88693891,25.85490694,28.10793941,27.29926346,51.0907329,61.40412699,58.5479461,55.31206153,58.67457682,53.8219954,48.36843649,51.36817093,44.05929761,36.97877313,91.69850617,95.82189129,94.67214562,94.59962785,95.32631847,95.12550831,93.99202026,95.6713211,92.17002581,90.70803556
31,X2010.30,31,0,2010,30.35212619,23.06655162,115.7943925,53.06091049,91.62062796,23.06655162,23.38309579,22.90913154,23.13523424,23.00002152,22.83114919,22.78436903,22.37488316,20.71305248,20.55178679,115.7943925,53.81588785,147.6042056,95.85373832,106.9471963,105.482243,120.3668224,63.28551402,153.8434579,87.13411215,30.35212619,30.422272,28.38584484,29.6451966,29.828417,28.80378368,29.57383018,29.88693891,25.85490694,28.10793941,53.06091049,51.0907329,61.40412699,58.5479461,55.31206153,58.67457682,53.8219954,48.36843649,51.36817093,44.05929761,91.62062796,91.69850617,95.82189129,94.67214562,94.59962785,95.32631847,95.12550831,93.99202026,95.6713211,92.17002581
32,X2010.31,32,0,2010,31.72233199,23.69579223,43.66869159,44.15548153,89.569705,23.69579223,23.06655162,23.38309579,22.90913154,23.13523424,23.00002152,22.83114919,22.78436903,22.37488316,20.71305248,43.66869159,115.7943925,53.81588785,147.6042056,95.85373832,106.9471963,105.482243,120.3668224,63.28551402,153.8434579,31.72233199,30.35212619,30.422272,28.38584484,29.6451966,29.828417,28.80378368,29.57383018,29.88693891,25.85490694,44.15548153,53.06091049,51.0907329,61.40412699,58.5479461,55.31206153,58.67457682,53.8219954,48.36843649,51.36817093,89.569705,91.62062796,91.69850617,95.82189129,94.67214562,94.59962785,95.32631847,95.12550831,93.99202026,95.6713211
33,X2010.32,33,0,2010,29.90106043,23.24021092,68.9588785,53.31834425,93.88046056,23.24021092,23.69579223,23.06655162,23.38309579,22.90913154,23.13523424,23.00002152,22.83114919,22.78436903,22.37488316,68.9588785,43.66869159,115.7943925,53.81588785,147.6042056,95.85373832,106.9471963,105.482243,120.3668224,63.28551402,29.90106043,31.72233199,30.35212619,30.422272,28.38584484,29.6451966,29.828417,28.80378368,29.57383018,29.88693891,53.31834425,44.15548153,53.06091049,51.0907329,61.40412699,58.5479461,55.31206153,58.67457682,53.8219954,48.36843649,93.88046056,89.569705,91.62062796,91.69850617,95.82189129,94.67214562,94.59962785,95.32631847,95.12550831,93.99202026
34,X2010.33,34,0,2010,28.79146229,22.97946625,116.8588785,57.47457721,95.13702818,22.97946625,23.24021092,23.69579223,23.06655162,23.38309579,22.90913154,23.13523424,23.00002152,22.83114919,22.78436903,116.8588785,68.9588785,43.66869159,115.7943925,53.81588785,147.6042056,95.85373832,106.9471963,105.482243,120.3668224,28.79146229,29.90106043,31.72233199,30.35212619,30.422272,28.38584484,29.6451966,29.828417,28.80378368,29.57383018,57.47457721,53.31834425,44.15548153,53.06091049,51.0907329,61.40412699,58.5479461,55.31206153,58.67457682,53.8219954,95.13702818,93.88046056,89.569705,91.62062796,91.69850617,95.82189129,94.67214562,94.59962785,95.32631847,95.12550831
35,X2010.34,35,0,2010,29.1054296,22.13794364,50.55747664,58.83198454,93.30095118,22.13794364,22.97946625,23.24021092,23.69579223,23.06655162,23.38309579,22.90913154,23.13523424,23.00002152,22.83114919,50.55747664,116.8588785,68.9588785,43.66869159,115.7943925,53.81588785,147.6042056,95.85373832,106.9471963,105.482243,29.1054296,28.79146229,29.90106043,31.72233199,30.35212619,30.422272,28.38584484,29.6451966,29.828417,28.80378368,58.83198454,57.47457721,53.31834425,44.15548153,53.06091049,51.0907329,61.40412699,58.5479461,55.31206153,58.67457682,93.30095118,95.13702818,93.88046056,89.569705,91.62062796,91.69850617,95.82189129,94.67214562,94.59962785,95.32631847
36,X2010.35,36,0,2010,29.50385464,22.72919282,206.7570093,61.53856262,95.00409703,22.72919282,22.13794364,22.97946625,23.24021092,23.69579223,23.06655162,23.38309579,22.90913154,23.13523424,23.00002152,206.7570093,50.55747664,116.8588785,68.9588785,43.66869159,115.7943925,53.81588785,147.6042056,95.85373832,106.9471963,29.50385464,29.1054296,28.79146229,29.90106043,31.72233199,30.35212619,30.422272,28.38584484,29.6451966,29.828417,61.53856262,58.83198454,57.47457721,53.31834425,44.15548153,53.06091049,51.0907329,61.40412699,58.5479461,55.31206153,95.00409703,93.30095118,95.13702818,93.88046056,89.569705,91.62062796,91.69850617,95.82189129,94.67214562,94.59962785
37,X2010.36,37,0,2010,28.86481439,22.28632534,112.7014019,58.48837555,92.7393048,22.28632534,22.72919282,22.13794364,22.97946625,23.24021092,23.69579223,23.06655162,23.38309579,22.90913154,23.13523424,112.7014019,206.7570093,50.55747664,116.8588785,68.9588785,43.66869159,115.7943925,53.81588785,147.6042056,95.85373832,28.86481439,29.50385464,29.1054296,28.79146229,29.90106043,31.72233199,30.35212619,30.422272,28.38584484,29.6451966,58.48837555,61.53856262,58.83198454,57.47457721,53.31834425,44.15548153,53.06091049,51.0907329,61.40412699,58.5479461,92.7393048,95.00409703,93.30095118,95.13702818,93.88046056,89.569705,91.62062796,91.69850617,95.82189129,94.67214562
38,X2010.37,38,0,2010,29.28733091,22.03214589,43.05327103,55.96655478,90.59193991,22.03214589,22.28632534,22.72919282,22.13794364,22.97946625,23.24021092,23.69579223,23.06655162,23.38309579,22.90913154,43.05327103,112.7014019,206.7570093,50.55747664,116.8588785,68.9588785,43.66869159,115.7943925,53.81588785,147.6042056,29.28733091,28.86481439,29.50385464,29.1054296,28.79146229,29.90106043,31.72233199,30.35212619,30.422272,28.38584484,55.96655478,58.48837555,61.53856262,58.83198454,57.47457721,53.31834425,44.15548153,53.06091049,51.0907329,61.40412699,90.59193991,92.7393048,95.00409703,93.30095118,95.13702818,93.88046056,89.569705,91.62062796,91.69850617,95.82189129
