id,Var.1,week,cases,year,mxtemp,mntemp,rain,soilmstre,relhum,mntemp_lag0,mntemp_lag1,mntemp_lag2,mntemp_lag3,mntemp_lag4,mntemp_lag5,mntemp_lag6,mntemp_lag7,mntemp_lag8,mntemp_lag9,rain_lag0,rain_lag1,rain_lag2,rain_lag3,rain_lag4,rain_lag5,rain_lag6,rain_lag7,rain_lag8,rain_lag9,mxtemp_lag0,mxtemp_lag1,mxtemp_lag2,mxtemp_lag3,mxtemp_lag4,mxtemp_lag5,mxtemp_lag6,mxtemp_lag7,mxtemp_lag8,mxtemp_lag9,soil_mstre_lag0,soil_mstre_lag1,soil_mstre_lag2,soil_mstre_lag3,soil_mstre_lag4,soil_mstre_lag5,soil_mstre_lag6,soil_mstre_lag7,soil_mstre_lag8,soil_mstre_lag9,rel_hum_lag0,rel_hum_lag1,rel_hum_lag2,rel_hum_lag3,rel_hum_lag4,rel_hum_lag5,rel_hum_lag6,rel_hum_lag7,rel_hum_lag8,rel_hum_lag9
12,X2010.11,12,0,2010,38.40847934,21.14944844,0,6.074885675,21.08269459,21.14944844,18.65335901,16.08697596,16.56399263,12.57041824,10.42871381,12.18760597,10.78918968,9.999853279,7.417399093,0,0,0.478467909,0.014699793,1.808074534,0.39378882,1.214492754,0.000207039,0.033333333,0,38.40847934,36.59610682,31.42289045,32.82622307,29.73703226,25.87794299,26.73602078,26.9480669,26.45470005,23.88530671,6.074885675,6.965002034,7.431260608,8.426287567,9.930789221,10.49456447,14.40841688,13.70529714,15.3339862,15.47651038,21.08269459,26.12268215,36.09839902,36.58878623,39.97729655,40.1033024,38.60123426,41.8777061,46.55892644,57.96513166
13,X2010.12,13,0,2010,37.91078196,21.71500926,0,4.584274003,21.10908603,21.71500926,21.14944844,18.65335901,16.08697596,16.56399263,12.57041824,10.42871381,12.18760597,10.78918968,9.999853279,0,0,0,0.478467909,0.014699793,1.808074534,0.39378882,1.214492754,0.000207039,0.033333333,37.91078196,38.40847934,36.59610682,31.42289045,32.82622307,29.73703226,25.87794299,26.73602078,26.9480669,26.45470005,4.584274003,6.074885675,6.965002034,7.431260608,8.426287567,9.930789221,10.49456447,14.40841688,13.70529714,15.3339862,21.10908603,21.08269459,26.12268215,36.09839902,36.58878623,39.97729655,40.1033024,38.60123426,41.8777061,46.55892644
14,X2010.13,14,0,2010,38.89608982,22.07831911,0.017598344,4.112380728,17.9846647,22.07831911,21.71500926,21.14944844,18.65335901,16.08697596,16.56399263,12.57041824,10.42871381,12.18760597,10.78918968,0.017598344,0,0,0,0.478467909,0.014699793,1.808074534,0.39378882,1.214492754,0.000207039,38.89608982,37.91078196,38.40847934,36.59610682,31.42289045,32.82622307,29.73703226,25.87794299,26.73602078,26.9480669,4.112380728,4.584274003,6.074885675,6.965002034,7.431260608,8.426287567,9.930789221,10.49456447,14.40841688,13.70529714,17.9846647,21.10908603,21.08269459,26.12268215,36.09839902,36.58878623,39.97729655,40.1033024,38.60123426,41.8777061
15,X2010.14,15,0,2010,41.05589867,24.05513167,0.071635611,4.282979743,18.93227621,24.05513167,22.07831911,21.71500926,21.14944844,18.65335901,16.08697596,16.56399263,12.57041824,10.42871381,12.18760597,0.071635611,0.017598344,0,0,0,0.478467909,0.014699793,1.808074534,0.39378882,1.214492754,41.05589867,38.89608982,37.91078196,38.40847934,36.59610682,31.42289045,32.82622307,29.73703226,25.87794299,26.73602078,4.282979743,4.112380728,4.584274003,6.074885675,6.965002034,7.431260608,8.426287567,9.930789221,10.49456447,14.40841688,18.93227621,17.9846647,21.10908603,21.08269459,26.12268215,36.09839902,36.58878623,39.97729655,40.1033024,38.60123426
16,X2010.15,16,0,2010,41.25099505,26.36155711,0.002277433,3.312962954,21.2511515,26.36155711,24.05513167,22.07831911,21.71500926,21.14944844,18.65335901,16.08697596,16.56399263,12.57041824,10.42871381,0.002277433,0.071635611,0.017598344,0,0,0,0.478467909,0.014699793,1.808074534,0.39378882,41.25099505,41.05589867,38.89608982,37.91078196,38.40847934,36.59610682,31.42289045,32.82622307,29.73703226,25.87794299,3.312962954,4.282979743,4.112380728,4.584274003,6.074885675,6.965002034,7.431260608,8.426287567,9.930789221,10.49456447,21.2511515,18.93227621,17.9846647,21.10908603,21.08269459,26.12268215,36.09839902,36.58878623,39.97729655,40.1033024
17,X2010.16,17,0,2010,40.79676682,25.458475,0.003726708,2.851272198,21.85056971,25.458475,26.36155711,24.05513167,22.07831911,21.71500926,21.14944844,18.65335901,16.08697596,16.56399263,12.57041824,0.003726708,0.002277433,0.071635611,0.017598344,0,0,0,0.478467909,0.014699793,1.808074534,40.79676682,41.25099505,41.05589867,38.89608982,37.91078196,38.40847934,36.59610682,31.42289045,32.82622307,29.73703226,2.851272198,3.312962954,4.282979743,4.112380728,4.584274003,6.074885675,6.965002034,7.431260608,8.426287567,9.930789221,21.85056971,21.2511515,18.93227621,17.9846647,21.10908603,21.08269459,26.12268215,36.09839902,36.58878623,39.97729655
18,X2010.17,18,0,2010,40.60820283,26.30138496,2.364596273,3.365770281,23.04963922,26.30138496,25.458475,26.36155711,24.05513167,22.07831911,21.71500926,21.14944844,18.65335901,16.08697596,16.56399263,2.364596273,0.003726708,0.002277433,0.071635611,0.017598344,0,0,0,0.478467909,0.014699793,40.60820283,40.79676682,41.25099505,41.05589867,38.89608982,37.91078196,38.40847934,36.59610682,31.42289045,32.82622307,3.365770281,2.851272198,3.312962954,4.282979743,4.112380728,4.584274003,6.074885675,6.965002034,7.431260608,8.426287567,23.04963922,21.85056971,21.2511515,18.93227621,17.9846647,21.10908603,21.08269459,26.12268215,36.09839902,36.58878623
19,X2010.18,19,0,2010,41.0811192,26.18426017,0.91863354,2.854932772,22.69438227,26.18426017,26.30138496,25.458475,26.36155711,24.05513167,22.07831911,21.71500926,21.14944844,18.65335901,16.08697596,0.91863354,2.364596273,0.003726708,0.002277433,0.071635611,0.017598344,0,0,0,0.478467909,41.0811192,40.60820283,40.79676682,41.25099505,41.05589867,38.89608982,37.91078196,38.40847934,36.59610682,31.42289045,2.854932772,3.365770281,2.851272198,3.312962954,4.282979743,4.112380728,4.584274003,6.074885675,6.965002034,7.431260608,22.69438227,23.04963922,21.85056971,21.2511515,18.93227621,17.9846647,21.10908603,21.08269459,26.12268215,36.09839902
20,X2010.19,20,0,2010,42.92056292,28.43873551,0.187784679,2.96396162,21.59945679,28.43873551,26.18426017,26.30138496,25.458475,26.36155711,24.05513167,22.07831911,21.71500926,21.14944844,18.65335901,0.187784679,0.91863354,2.364596273,0.003726708,0.002277433,0.071635611,0.017598344,0,0,0,42.92056292,41.0811192,40.60820283,40.79676682,41.25099505,41.05589867,38.89608982,37.91078196,38.40847934,36.59610682,2.96396162,2.854932772,3.365770281,2.851272198,3.312962954,4.282979743,4.112380728,4.584274003,6.074885675,6.965002034,21.59945679,22.69438227,23.04963922,21.85056971,21.2511515,18.93227621,17.9846647,21.10908603,21.08269459,26.12268215
21,X2010.20,21,0,2010,44.13068931,28.34489891,0.058799172,3.011340306,22.8272594,28.34489891,28.43873551,26.18426017,26.30138496,25.458475,26.36155711,24.05513167,22.07831911,21.71500926,21.14944844,0.058799172,0.187784679,0.91863354,2.364596273,0.003726708,0.002277433,0.071635611,0.017598344,0,0,44.13068931,42.92056292,41.0811192,40.60820283,40.79676682,41.25099505,41.05589867,38.89608982,37.91078196,38.40847934,3.011340306,2.96396162,2.854932772,3.365770281,2.851272198,3.312962954,4.282979743,4.112380728,4.584274003,6.074885675,22.8272594,21.59945679,22.69438227,23.04963922,21.85056971,21.2511515,18.93227621,17.9846647,21.10908603,21.08269459
22,X2010.21,22,0,2010,41.10244451,28.13001138,0.314699793,2.333346831,30.94582861,28.13001138,28.34489891,28.43873551,26.18426017,26.30138496,25.458475,26.36155711,24.05513167,22.07831911,21.71500926,0.314699793,0.058799172,0.187784679,0.91863354,2.364596273,0.003726708,0.002277433,0.071635611,0.017598344,0,41.10244451,44.13068931,42.92056292,41.0811192,40.60820283,40.79676682,41.25099505,41.05589867,38.89608982,37.91078196,2.333346831,3.011340306,2.96396162,2.854932772,3.365770281,2.851272198,3.312962954,4.282979743,4.112380728,4.584274003,30.94582861,22.8272594,21.59945679,22.69438227,23.04963922,21.85056971,21.2511515,18.93227621,17.9846647,21.10908603
23,X2010.22,23,0,2010,36.4197224,24.51947661,29.69958592,6.105172841,47.68735715,24.51947661,28.13001138,28.34489891,28.43873551,26.18426017,26.30138496,25.458475,26.36155711,24.05513167,22.07831911,29.69958592,0.314699793,0.058799172,0.187784679,0.91863354,2.364596273,0.003726708,0.002277433,0.071635611,0.017598344,36.4197224,41.10244451,44.13068931,42.92056292,41.0811192,40.60820283,40.79676682,41.25099505,41.05589867,38.89608982,6.105172841,2.333346831,3.011340306,2.96396162,2.854932772,3.365770281,2.851272198,3.312962954,4.282979743,4.112380728,47.68735715,30.94582861,22.8272594,21.59945679,22.69438227,23.04963922,21.85056971,21.2511515,18.93227621,17.9846647
24,X2010.23,24,0,2010,40.32014875,27.04394599,2.784886128,7.420034859,33.06863718,27.04394599,24.51947661,28.13001138,28.34489891,28.43873551,26.18426017,26.30138496,25.458475,26.36155711,24.05513167,2.784886128,29.69958592,0.314699793,0.058799172,0.187784679,0.91863354,2.364596273,0.003726708,0.002277433,0.071635611,40.32014875,36.4197224,41.10244451,44.13068931,42.92056292,41.0811192,40.60820283,40.79676682,41.25099505,41.05589867,7.420034859,6.105172841,2.333346831,3.011340306,2.96396162,2.854932772,3.365770281,2.851272198,3.312962954,4.282979743,33.06863718,47.68735715,30.94582861,22.8272594,21.59945679,22.69438227,23.04963922,21.85056971,21.2511515,18.93227621
25,X2010.24,25,0,2010,41.55292426,28.49948681,0.450517598,6.750009783,31.21657391,28.49948681,27.04394599,24.51947661,28.13001138,28.34489891,28.43873551,26.18426017,26.30138496,25.458475,26.36155711,0.450517598,2.784886128,29.69958592,0.314699793,0.058799172,0.187784679,0.91863354,2.364596273,0.003726708,0.002277433,41.55292426,40.32014875,36.4197224,41.10244451,44.13068931,42.92056292,41.0811192,40.60820283,40.79676682,41.25099505,6.750009783,7.420034859,6.105172841,2.333346831,3.011340306,2.96396162,2.854932772,3.365770281,2.851272198,3.312962954,31.21657391,33.06863718,47.68735715,30.94582861,22.8272594,21.59945679,22.69438227,23.04963922,21.85056971,21.2511515
26,X2010.25,26,0,2010,39.33329786,27.26663198,5.765010352,7.999234385,42.41349344,27.26663198,28.49948681,27.04394599,24.51947661,28.13001138,28.34489891,28.43873551,26.18426017,26.30138496,25.458475,5.765010352,0.450517598,2.784886128,29.69958592,0.314699793,0.058799172,0.187784679,0.91863354,2.364596273,0.003726708,39.33329786,41.55292426,40.32014875,36.4197224,41.10244451,44.13068931,42.92056292,41.0811192,40.60820283,40.79676682,7.999234385,6.750009783,7.420034859,6.105172841,2.333346831,3.011340306,2.96396162,2.854932772,3.365770281,2.851272198,42.41349344,31.21657391,33.06863718,47.68735715,30.94582861,22.8272594,21.59945679,22.69438227,23.04963922,21.85056971
27,X2010.26,27,0,2010,35.27342617,25.76638217,47.09337474,17.5823125,66.85830681,25.76638217,27.26663198,28.49948681,27.04394599,24.51947661,28.13001138,28.34489891,28.43873551,26.18426017,26.30138496,47.09337474,5.765010352,0.450517598,2.784886128,29.69958592,0.314699793,0.058799172,0.187784679,0.91863354,2.364596273,35.27342617,39.33329786,41.55292426,40.32014875,36.4197224,41.10244451,44.13068931,42.92056292,41.0811192,40.60820283,17.5823125,7.999234385,6.750009783,7.420034859,6.105172841,2.333346831,3.011340306,2.96396162,2.854932772,3.365770281,66.85830681,42.41349344,31.21657391,33.06863718,47.68735715,30.94582861,22.8272594,21.59945679,22.69438227,23.04963922
28,X2010.27,28,0,2010,35.98019141,26.2594311,8.928364389,15.08795312,60.1842038,26.2594311,25.76638217,27.26663198,28.49948681,27.04394599,24.51947661,28.13001138,28.34489891,28.43873551,26.18426017,8.928364389,47.09337474,5.765010352,0.450517598,2.784886128,29.69958592,0.314699793,0.058799172,0.187784679,0.91863354,35.98019141,35.27342617,39.33329786,41.55292426,40.32014875,36.4197224,41.10244451,44.13068931,42.92056292,41.0811192,15.08795312,17.5823125,7.999234385,6.750009783,7.420034859,6.105172841,2.333346831,3.011340306,2.96396162,2.854932772,60.1842038,66.85830681,42.41349344,31.21657391,33.06863718,47.68735715,30.94582861,22.8272594,21.59945679,22.69438227
29,X2010.28,29,0,2010,36.00281566,26.41587341,28.84699793,20.46904434,63.88667661,26.41587341,26.2594311,25.76638217,27.26663198,28.49948681,27.04394599,24.51947661,28.13001138,28.34489891,28.43873551,28.84699793,8.928364389,47.09337474,5.765010352,0.450517598,2.784886128,29.69958592,0.314699793,0.058799172,0.187784679,36.00281566,35.98019141,35.27342617,39.33329786,41.55292426,40.32014875,36.4197224,41.10244451,44.13068931,42.92056292,20.46904434,15.08795312,17.5823125,7.999234385,6.750009783,7.420034859,6.105172841,2.333346831,3.011340306,2.96396162,63.88667661,60.1842038,66.85830681,42.41349344,31.21657391,33.06863718,47.68735715,30.94582861,22.8272594,21.59945679
30,X2010.29,30,0,2010,32.52643597,24.9312496,64.52650104,32.87128067,82.44210216,24.9312496,26.41587341,26.2594311,25.76638217,27.26663198,28.49948681,27.04394599,24.51947661,28.13001138,28.34489891,64.52650104,28.84699793,8.928364389,47.09337474,5.765010352,0.450517598,2.784886128,29.69958592,0.314699793,0.058799172,32.52643597,36.00281566,35.98019141,35.27342617,39.33329786,41.55292426,40.32014875,36.4197224,41.10244451,44.13068931,32.87128067,20.46904434,15.08795312,17.5823125,7.999234385,6.750009783,7.420034859,6.105172841,2.333346831,3.011340306,82.44210216,63.88667661,60.1842038,66.85830681,42.41349344,31.21657391,33.06863718,47.68735715,30.94582861,22.8272594
31,X2010.30,31,0,2010,31.86720417,24.55736052,66.87163561,37.56288141,84.10045413,24.55736052,24.9312496,26.41587341,26.2594311,25.76638217,27.26663198,28.49948681,27.04394599,24.51947661,28.13001138,66.87163561,64.52650104,28.84699793,8.928364389,47.09337474,5.765010352,0.450517598,2.784886128,29.69958592,0.314699793,31.86720417,32.52643597,36.00281566,35.98019141,35.27342617,39.33329786,41.55292426,40.32014875,36.4197224,41.10244451,37.56288141,32.87128067,20.46904434,15.08795312,17.5823125,7.999234385,6.750009783,7.420034859,6.105172841,2.333346831,84.10045413,82.44210216,63.88667661,60.1842038,66.85830681,42.41349344,31.21657391,33.06863718,47.68735715,30.94582861
32,X2010.31,32,0,2010,33.26588243,25.19018513,32.02008282,36.13796506,80.37327762,25.19018513,24.55736052,24.9312496,26.41587341,26.2594311,25.76638217,27.26663198,28.49948681,27.04394599,24.51947661,32.02008282,66.87163561,64.52650104,28.84699793,8.928364389,47.09337474,5.765010352,0.450517598,2.784886128,29.69958592,33.26588243,31.86720417,32.52643597,36.00281566,35.98019141,35.27342617,39.33329786,41.55292426,40.32014875,36.4197224,36.13796506,37.56288141,32.87128067,20.46904434,15.08795312,17.5823125,7.999234385,6.750009783,7.420034859,6.105172841,80.37327762,84.10045413,82.44210216,63.88667661,60.1842038,66.85830681,42.41349344,31.21657391,33.06863718,47.68735715
33,X2010.32,33,0,2010,31.96800554,24.82907716,64.66335404,44.16637832,81.90755263,24.82907716,25.19018513,24.55736052,24.9312496,26.41587341,26.2594311,25.76638217,27.26663198,28.49948681,27.04394599,64.66335404,32.02008282,66.87163561,64.52650104,28.84699793,8.928364389,47.09337474,5.765010352,0.450517598,2.784886128,31.96800554,33.26588243,31.86720417,32.52643597,36.00281566,35.98019141,35.27342617,39.33329786,41.55292426,40.32014875,44.16637832,36.13796506,37.56288141,32.87128067,20.46904434,15.08795312,17.5823125,7.999234385,6.750009783,7.420034859,81.90755263,80.37327762,84.10045413,82.44210216,63.88667661,60.1842038,66.85830681,42.41349344,31.21657391,33.06863718
34,X2010.33,34,0,2010,31.55377289,24.4521798,43.48405797,40.0295196,76.1454636,24.4521798,24.82907716,25.19018513,24.55736052,24.9312496,26.41587341,26.2594311,25.76638217,27.26663198,28.49948681,43.48405797,64.66335404,32.02008282,66.87163561,64.52650104,28.84699793,8.928364389,47.09337474,5.765010352,0.450517598,31.55377289,31.96800554,33.26588243,31.86720417,32.52643597,36.00281566,35.98019141,35.27342617,39.33329786,41.55292426,40.0295196,44.16637832,36.13796506,37.56288141,32.87128067,20.46904434,15.08795312,17.5823125,7.999234385,6.750009783,76.1454636,81.90755263,80.37327762,84.10045413,82.44210216,63.88667661,60.1842038,66.85830681,42.41349344,31.21657391
35,X2010.34,35,0,2010,33.96160222,25.27318804,22.26645963,38.76223392,72.52836764,25.27318804,24.4521798,24.82907716,25.19018513,24.55736052,24.9312496,26.41587341,26.2594311,25.76638217,27.26663198,22.26645963,43.48405797,64.66335404,32.02008282,66.87163561,64.52650104,28.84699793,8.928364389,47.09337474,5.765010352,33.96160222,31.55377289,31.96800554,33.26588243,31.86720417,32.52643597,36.00281566,35.98019141,35.27342617,39.33329786,38.76223392,40.0295196,44.16637832,36.13796506,37.56288141,32.87128067,20.46904434,15.08795312,17.5823125,7.999234385,72.52836764,76.1454636,81.90755263,80.37327762,84.10045413,82.44210216,63.88667661,60.1842038,66.85830681,42.41349344
36,X2010.35,36,0,2010,32.10344452,24.68162279,41.5378882,41.97224761,79.33999834,24.68162279,25.27318804,24.4521798,24.82907716,25.19018513,24.55736052,24.9312496,26.41587341,26.2594311,25.76638217,41.5378882,22.26645963,43.48405797,64.66335404,32.02008282,66.87163561,64.52650104,28.84699793,8.928364389,47.09337474,32.10344452,33.96160222,31.55377289,31.96800554,33.26588243,31.86720417,32.52643597,36.00281566,35.98019141,35.27342617,41.97224761,38.76223392,40.0295196,44.16637832,36.13796506,37.56288141,32.87128067,20.46904434,15.08795312,17.5823125,79.33999834,72.52836764,76.1454636,81.90755263,80.37327762,84.10045413,82.44210216,63.88667661,60.1842038,66.85830681
37,X2010.36,37,0,2010,31.23264301,23.57320995,52.10207039,45.86482239,82.83800337,23.57320995,24.68162279,25.27318804,24.4521798,24.82907716,25.19018513,24.55736052,24.9312496,26.41587341,26.2594311,52.10207039,41.5378882,22.26645963,43.48405797,64.66335404,32.02008282,66.87163561,64.52650104,28.84699793,8.928364389,31.23264301,32.10344452,33.96160222,31.55377289,31.96800554,33.26588243,31.86720417,32.52643597,36.00281566,35.98019141,45.86482239,41.97224761,38.76223392,40.0295196,44.16637832,36.13796506,37.56288141,32.87128067,20.46904434,15.08795312,82.83800337,79.33999834,72.52836764,76.1454636,81.90755263,80.37327762,84.10045413,82.44210216,63.88667661,60.1842038
38,X2010.37,38,0,2010,32.20726039,22.06727647,18.63043478,41.1875618,64.50339381,22.06727647,23.57320995,24.68162279,25.27318804,24.4521798,24.82907716,25.19018513,24.55736052,24.9312496,26.41587341,18.63043478,52.10207039,41.5378882,22.26645963,43.48405797,64.66335404,32.02008282,66.87163561,64.52650104,28.84699793,32.20726039,31.23264301,32.10344452,33.96160222,31.55377289,31.96800554,33.26588243,31.86720417,32.52643597,36.00281566,41.1875618,45.86482239,41.97224761,38.76223392,40.0295196,44.16637832,36.13796506,37.56288141,32.87128067,20.46904434,64.50339381,82.83800337,79.33999834,72.52836764,76.1454636,81.90755263,80.37327762,84.10045413,82.44210216,63.88667661
